Place_Name,Total_covid_count,State
gandhinagar district,2039285,gujarat
panch mahals district,530453,gujarat
narmada district,181581,gujarat
gir somnath district,439795,gujarat
valsad district,1498222,gujarat
mahisagar district,257444,gujarat
sabar kantha district,816984,gujarat
tapi district,294426,gujarat
vadodara district,2796615,gujarat
banas kantha district,1860625,gujarat
amreli district,554744,gujarat
ahmadabad district,16430916,gujarat
dohad district,380381,gujarat
navsari district,547410,gujarat
patan district,759561,gujarat
kachchh district,1428844,gujarat
surendranagar district,590754,gujarat
morbi district,374545,gujarat
anand district,1069251,gujarat
jamnagar district,648790,gujarat
devbhumi dwarka district,211259,gujarat
rajkot district,1490309,gujarat
aravallis district,482916,gujarat
chhotaudepur district,164691,gujarat
botad district,340537,gujarat
bharuch district,2145954,gujarat
bhavnagar district,1245647,gujarat
junagadh district,424025,gujarat
mahesana district,1898909,gujarat
the dangs district,61483,gujarat
kheda district,852224,gujarat
surat district,7272097,gujarat
porbandar district,140684,gujarat
gandhinagar district,2828558,gujarat
panch mahals district,625835,gujarat
narmada district,188013,gujarat
gir somnath district,456851,gujarat
valsad district,1743270,gujarat
mahisagar district,223755,gujarat
sabar kantha district,978647,gujarat
tapi district,386709,gujarat
vadodara district,4247473,gujarat
banas kantha district,2102221,gujarat
amreli district,505391,gujarat
ahmadabad district,21769867,gujarat
dohad district,387675,gujarat
navsari district,669646,gujarat
patan district,833224,gujarat
kachchh district,1762816,gujarat
surendranagar district,612549,gujarat
morbi district,518903,gujarat
anand district,1486151,gujarat
jamnagar district,852972,gujarat
devbhumi dwarka district,272466,gujarat
rajkot district,1980653,gujarat
aravallis district,650966,gujarat
chhotaudepur district,231699,gujarat
botad district,358762,gujarat
bharuch district,3243841,gujarat
bhavnagar district,1454824,gujarat
junagadh district,528638,gujarat
mahesana district,2473227,gujarat
the dangs district,89994,gujarat
kheda district,1146567,gujarat
surat district,10950779,gujarat
porbandar district,185255,gujarat
gandhinagar district,3802536,gujarat
panch mahals district,861616,gujarat
narmada district,274158,gujarat
gir somnath district,537782,gujarat
valsad district,2565319,gujarat
mahisagar district,302767,gujarat
sabar kantha district,1339032,gujarat
tapi district,520631,gujarat
vadodara district,6066452,gujarat
banas kantha district,2687464,gujarat
amreli district,564757,gujarat
ahmadabad district,25926518,gujarat
dohad district,522944,gujarat
navsari district,906395,gujarat
patan district,1121201,gujarat
kachchh district,2405892,gujarat
surendranagar district,802707,gujarat
morbi district,713582,gujarat
anand district,1585982,gujarat
jamnagar district,899501,gujarat
devbhumi dwarka district,263772,gujarat
rajkot district,2278417,gujarat
aravallis district,655695,gujarat
chhotaudepur district,225606,gujarat
botad district,367267,gujarat
bharuch district,3420929,gujarat
bhavnagar district,1446583,gujarat
junagadh district,543809,gujarat
mahesana district,2587041,gujarat
the dangs district,83737,gujarat
kheda district,1165033,gujarat
surat district,13429789,gujarat
porbandar district,184436,gujarat
gandhinagar district,4275528,gujarat
panch mahals district,976434,gujarat
narmada district,268489,gujarat
gir somnath district,575287,gujarat
valsad district,2745663,gujarat
mahisagar district,280340,gujarat
sabar kantha district,1357102,gujarat
tapi district,612570,gujarat
vadodara district,7191021,gujarat
banas kantha district,2927080,gujarat
amreli district,513706,gujarat
ahmadabad district,36857358,gujarat
dohad district,548628,gujarat
navsari district,1022239,gujarat
patan district,1165681,gujarat
kachchh district,2664604,gujarat
surendranagar district,806962,gujarat
morbi district,848276,gujarat
anand district,1711394,gujarat
jamnagar district,1155054,gujarat
devbhumi dwarka district,333279,gujarat
rajkot district,2675842,gujarat
aravallis district,847681,gujarat
chhotaudepur district,275873,gujarat
botad district,550313,gujarat
bharuch district,3937665,gujarat
bhavnagar district,1660432,gujarat
junagadh district,700286,gujarat
mahesana district,3118685,gujarat
the dangs district,105158,gujarat
kheda district,1362561,gujarat
surat district,15230233,gujarat
porbandar district,227413,gujarat
gandhinagar district,4552010,gujarat
panch mahals district,1214442,gujarat
narmada district,332174,gujarat
gir somnath district,746122,gujarat
valsad district,3236626,gujarat
mahisagar district,364905,gujarat
sabar kantha district,1659480,gujarat
tapi district,814911,gujarat
vadodara district,7847805,gujarat
banas kantha district,3648428,gujarat
amreli district,659562,gujarat
ahmadabad district,44173046,gujarat
dohad district,693945,gujarat
navsari district,1296111,gujarat
patan district,1384484,gujarat
kachchh district,3268191,gujarat
surendranagar district,1029627,gujarat
morbi district,1027658,gujarat
anand district,2268123,gujarat
jamnagar district,1546406,gujarat
devbhumi dwarka district,418822,gujarat
rajkot district,3586356,gujarat
aravallis district,1072139,gujarat
chhotaudepur district,319271,gujarat
botad district,775124,gujarat
bharuch district,5280607,gujarat
bhavnagar district,2001668,gujarat
junagadh district,833587,gujarat
mahesana district,4085272,gujarat
the dangs district,142421,gujarat
kheda district,1748901,gujarat
surat district,21214459,gujarat
porbandar district,275154,gujarat
gandhinagar district,6318239,gujarat
panch mahals district,1549556,gujarat
narmada district,446278,gujarat
gir somnath district,912616,gujarat
valsad district,4434194,gujarat
mahisagar district,442046,gujarat
sabar kantha district,2129127,gujarat
tapi district,1010949,gujarat
vadodara district,10555446,gujarat
banas kantha district,4877149,gujarat
amreli district,880856,gujarat
ahmadabad district,58611265,gujarat
dohad district,924227,gujarat
navsari district,1703437,gujarat
patan district,1805160,gujarat
kachchh district,4378602,gujarat
surendranagar district,1292951,gujarat
morbi district,1407999,gujarat
anand district,2754485,gujarat
jamnagar district,1892202,gujarat
devbhumi dwarka district,508824,gujarat
rajkot district,4398724,gujarat
aravallis district,1389157,gujarat
chhotaudepur district,399985,gujarat
botad district,981895,gujarat
bharuch district,6671068,gujarat
bhavnagar district,2503192,gujarat
junagadh district,1067289,gujarat
mahesana district,5022604,gujarat
the dangs district,175673,gujarat
kheda district,2115182,gujarat
surat district,26358525,gujarat
porbandar district,334768,gujarat
gandhinagar district,7658806,gujarat
panch mahals district,1950412,gujarat
narmada district,547754,gujarat
gir somnath district,1171670,gujarat
valsad district,5798487,gujarat
mahisagar district,559971,gujarat
sabar kantha district,2653416,gujarat
tapi district,1283905,gujarat
vadodara district,12675332,gujarat
banas kantha district,6396725,gujarat
amreli district,1108699,gujarat
ahmadabad district,70075885,gujarat
dohad district,1212646,gujarat
navsari district,2220944,gujarat
patan district,2293931,gujarat
kachchh district,5470337,gujarat
surendranagar district,1571774,gujarat
morbi district,1763058,gujarat
anand district,3048076,gujarat
jamnagar district,2155185,gujarat
devbhumi dwarka district,577554,gujarat
rajkot district,5044420,gujarat
aravallis district,1603295,gujarat
chhotaudepur district,469160,gujarat
botad district,1089654,gujarat
bharuch district,7704075,gujarat
bhavnagar district,2733486,gujarat
junagadh district,1159000,gujarat
mahesana district,5772191,gujarat
the dangs district,199292,gujarat
kheda district,2392631,gujarat
surat district,31199368,gujarat
porbandar district,368108,gujarat
gandhinagar district,8605006,gujarat
panch mahals district,2317566,gujarat
narmada district,590661,gujarat
gir somnath district,1311753,gujarat
valsad district,6673719,gujarat
mahisagar district,634329,gujarat
sabar kantha district,3018096,gujarat
tapi district,1479525,gujarat
vadodara district,14343830,gujarat
banas kantha district,7973644,gujarat
amreli district,1139593,gujarat
ahmadabad district,79952986,gujarat
dohad district,1492215,gujarat
navsari district,2558811,gujarat
patan district,2676329,gujarat
kachchh district,6493295,gujarat
surendranagar district,1770045,gujarat
morbi district,2000248,gujarat
anand district,3366969,gujarat
jamnagar district,2577307,gujarat
devbhumi dwarka district,699907,gujarat
rajkot district,6063252,gujarat
aravallis district,1985375,gujarat
chhotaudepur district,554481,gujarat
botad district,1319494,gujarat
bharuch district,8898927,gujarat
bhavnagar district,3280598,gujarat
junagadh district,1303634,gujarat
mahesana district,6831581,gujarat
the dangs district,242942,gujarat
kheda district,2804743,gujarat
surat district,37371820,gujarat
porbandar district,451806,gujarat
gandhinagar district,10158506,gujarat
panch mahals district,2768107,gujarat
narmada district,728214,gujarat
gir somnath district,1593762,gujarat
valsad district,8033358,gujarat
mahisagar district,787617,gujarat
sabar kantha district,3593785,gujarat
tapi district,1783511,gujarat
vadodara district,16566055,gujarat
banas kantha district,9732655,gujarat
amreli district,1320163,gujarat
ahmadabad district,96453555,gujarat
dohad district,1809814,gujarat
navsari district,3327016,gujarat
patan district,3116746,gujarat
kachchh district,7934471,gujarat
surendranagar district,2087742,gujarat
morbi district,2504883,gujarat
anand district,3910410,gujarat
jamnagar district,3714625,gujarat
devbhumi dwarka district,918151,gujarat
rajkot district,8053297,gujarat
aravallis district,2236769,gujarat
chhotaudepur district,545300,gujarat
botad district,1433437,gujarat
bharuch district,11270803,gujarat
bhavnagar district,4568839,gujarat
junagadh district,1537367,gujarat
mahesana district,6403784,gujarat
the dangs district,254111,gujarat
kheda district,3591066,gujarat
surat district,46500453,gujarat
porbandar district,578802,gujarat
gandhinagar district,10879868,gujarat
panch mahals district,2823294,gujarat
narmada district,723343,gujarat
gir somnath district,1406104,gujarat
valsad district,9633288,gujarat
mahisagar district,1122900,gujarat
sabar kantha district,3760015,gujarat
tapi district,1473584,gujarat
vadodara district,23318716,gujarat
banas kantha district,11035119,gujarat
amreli district,1325138,gujarat
ahmadabad district,117574996,gujarat
dohad district,2182542,gujarat
navsari district,2421727,gujarat
patan district,3407916,gujarat
kachchh district,9375781,gujarat
surendranagar district,2522750,gujarat
morbi district,2735437,gujarat
anand district,4351503,gujarat
jamnagar district,4945374,gujarat
devbhumi dwarka district,910863,gujarat
rajkot district,9260831,gujarat
aravallis district,2532438,gujarat
chhotaudepur district,640222,gujarat
botad district,1634212,gujarat
bharuch district,15879527,gujarat
bhavnagar district,5089277,gujarat
junagadh district,2532155,gujarat
mahesana district,7160396,gujarat
the dangs district,317748,gujarat
kheda district,3509944,gujarat
surat district,52037142,gujarat
porbandar district,615650,gujarat
gandhinagar district,12010565,gujarat
panch mahals district,3308022,gujarat
narmada district,846033,gujarat
gir somnath district,1671989,gujarat
valsad district,11103340,gujarat
mahisagar district,1619162,gujarat
sabar kantha district,4958012,gujarat
tapi district,1635320,gujarat
vadodara district,20968443,gujarat
banas kantha district,12352158,gujarat
amreli district,1619039,gujarat
ahmadabad district,133174553,gujarat
dohad district,2608983,gujarat
navsari district,2509503,gujarat
patan district,3819745,gujarat
kachchh district,9617702,gujarat
surendranagar district,2537495,gujarat
morbi district,3378672,gujarat
yamunanagar district,102917,haryana
sonipat district,178766,haryana
jind district,117357,haryana
rohtak district,121728,haryana
faridabad district,521939,haryana
mahendragarh district,89413,haryana
hisar district,240517,haryana
karnal district,169313,haryana
fatehabad district,116455,haryana
palwal district,97942,haryana
charkhi dadri district,32910,haryana
ambala district,119503,haryana
rewari district,199418,haryana
panchkula district,86298,haryana
bhiwani district,125150,haryana
sirsa district,164867,haryana
mewat district,80255,haryana
panipat district,183960,haryana
gurugram district,1408070,haryana
kaithal district,98466,haryana
kurukshetra district,110204,haryana
jhajjar district,115322,haryana
yamunanagar district,145792,haryana
sonipat district,253130,haryana
jind district,155618,haryana
rohtak district,179677,haryana
faridabad district,698865,haryana
mahendragarh district,120215,haryana
hisar district,320500,haryana
karnal district,224254,haryana
fatehabad district,169161,haryana
palwal district,128161,haryana
charkhi dadri district,43322,haryana
ambala district,180500,haryana
rewari district,263194,haryana
panchkula district,130924,haryana
bhiwani district,167009,haryana
sirsa district,234948,haryana
mewat district,115296,haryana
panipat district,265754,haryana
gurugram district,1893511,haryana
kaithal district,142167,haryana
